facture_id;client_id;date_facture;date_echeance;montant_ht_eur;montant_ttc_eur;tva_eur;statut_paiement;delai_paiement_jours;mode_paiement
FAC-035994;CLI-092692;2022-10-22;2022-11-21;57.94;69.53;11.59;Impayée;96.0;Prélèvement
FAC-035995;CLI-097741;2022-05-25;2022-06-24;75.83;91.0;15.17;Payée;28.0;Prélèvement
FAC-035996;CLI-098231;2022-01-02;2022-02-01;39766.12;47719.34;7953.22;Payée;19.0;Virement
FAC-035997;CLI-089201;2024-11-08;2024-12-08;66.68;80.02;13.34;Impayée;178.0;Prélèvement
FAC-035998;CLI-100323;2023-08-20;2023-09-19;169.24;203.09;33.85;Payée;26.0;Chèque
FAC-035999;CLI-098521;2023-04-04;2023-05-04;444.24;533.09;88.85;Impayée;240.0;Prélèvement
FAC-036000;CLI-092955;2023-02-18;2023-03-20;236.04;283.25;47.21;Impayée;268.0;Prélèvement
FAC-036001;CLI-092836;2022-08-14;2022-09-13;221.85;266.22;44.37;En attente;;Virement
FAC-036002;CLI-094435;2024-09-16;2024-10-16;65.86;79.03;13.17;En attente;;Prélèvement
FAC-036003;CLI-086462;2023-11-12;2023-12-12;1073.5;1288.2;214.7;Impayée;355.0;Prélèvement
FAC-036004;CLI-093768;2023-01-11;2023-02-10;163.69;196.43;32.74;Payée;33.0;Prélèvement
FAC-036005;CLI-100562;2022-09-09;2022-10-09;114.44;137.33;22.89;En attente;;CB en ligne
FAC-036006;CLI-089817;2022-11-08;2022-12-08;1470.27;1764.32;294.05;En attente;;Prélèvement
FAC-036007;CLI-097802;2023-05-28;2023-06-27;119.71;143.65;23.94;Payée;10.0;Prélèvement
FAC-036008;CLI-095034;2024-04-24;2024-05-24;244.84;293.81;48.97;Payée;23.0;CB en ligne
FAC-036009;CLI-090305;2025-05-18;2025-06-17;183.44;220.13;36.69;Payée;23.0;Prélèvement
FAC-036010;CLI-100606;2023-01-13;2023-02-12;1062.88;1275.46;212.58;En attente;;Virement
FAC-036011;CLI-087409;2024-08-07;2024-09-06;1390.88;1669.06;278.18;En attente;;Prélèvement
FAC-036012;CLI-094508;2022-12-19;2023-01-18;7623.4;9148.08;1524.68;Payée;8.0;Chèque
FAC-036013;CLI-095734;2024-06-12;2024-07-12;999.59;1199.51;199.92;Payée;29.0;Virement
FAC-036014;CLI-088467;2024-02-02;2024-03-03;173.28;207.94;34.66;Payée;7.0;Prélèvement
FAC-036015;CLI-096235;2024-04-09;2024-05-09;226.62;271.94;45.32;Payée;27.0;CB en ligne
FAC-036016;CLI-093739;2024-08-28;2024-09-27;177.9;213.48;35.58;Payée;4.0;Virement
FAC-036017;CLI-087704;2024-09-05;2024-10-05;165.21;198.25;33.04;En retard;40.0;Prélèvement
FAC-036018;CLI-095007;2024-11-22;2024-12-22;193.85;232.62;38.77;En retard;38.0;Virement
FAC-036019;CLI-086361;2024-02-27;2024-03-28;167.9;201.48;33.58;Payée;8.0;Virement
FAC-036020;CLI-097524;2023-04-20;2023-05-20;198.91;238.69;39.78;Payée;9.0;Prélèvement
FAC-036021;CLI-090812;2024-03-01;2024-03-31;41.37;49.64;8.27;Payée;17.0;TIP
FAC-036022;CLI-086534;2022-05-12;2022-06-11;472.31;566.77;94.46;Payée;6.0;Prélèvement
FAC-036023;CLI-090223;2025-03-04;2025-04-03;955.67;1146.8;191.13;Payée;14.0;Virement
FAC-036024;CLI-090853;2024-12-19;2025-01-18;98.98;118.78;19.8;Payée;10.0;CB en ligne
FAC-036025;CLI-095221;2023-05-08;2023-06-07;240.79;288.95;48.16;En retard;72.0;Prélèvement
FAC-036026;CLI-099040;2024-06-05;2024-07-05;127.23;152.68;25.45;Payée;23.0;Prélèvement
FAC-036027;CLI-098481;2022-08-03;2022-09-02;1060.75;1272.9;212.15;En retard;79.0;Virement
FAC-036028;CLI-093387;2024-09-10;2024-10-10;14779.75;17735.7;2955.95;Payée;9.0;Chèque
FAC-036029;CLI-100952;2023-04-16;2023-05-16;346.83;416.2;69.37;Payée;23.0;Virement
FAC-036030;CLI-088714;2023-08-02;2023-09-01;267.26;320.71;53.45;Payée;6.0;Prélèvement
FAC-036031;CLI-093328;2022-03-21;2022-04-20;137.85;165.42;27.57;Payée;5.0;Prélèvement
FAC-036032;CLI-092760;2025-04-23;2025-05-23;47.99;57.59;9.6;En retard;87.0;Prélèvement
FAC-036033;CLI-097482;2023-01-28;2023-02-27;53.47;64.16;10.69;Payée;16.0;CB en ligne
FAC-036034;CLI-087310;2024-08-17;2024-09-16;113.12;135.74;22.62;Payée;28.0;CB en ligne
FAC-036035;CLI-098918;2023-05-10;2023-06-09;236.17;283.4;47.23;Payée;3.0;Prélèvement
FAC-036036;CLI-091112;2023-03-17;2023-04-16;50.78;60.94;10.16;Payée;2.0;Chèque
FAC-036037;CLI-099674;2022-06-19;2022-07-19;8282.1;9938.52;1656.42;Payée;10.0;Prélèvement
FAC-036038;CLI-092922;2022-04-25;2022-05-25;123.57;148.28;24.71;Impayée;344.0;CB en ligne
FAC-036039;CLI-095654;2022-08-14;2022-09-13;162.72;195.26;32.54;En retard;60.0;Prélèvement
FAC-036040;CLI-096653;2023-11-19;2023-12-19;159.59;191.51;31.92;Payée;22.0;Prélèvement
FAC-036041;CLI-091743;2024-04-05;2024-05-05;2125.79;2550.95;425.16;En attente;;Virement
FAC-036042;CLI-089394;2023-10-10;2023-11-09;3967.92;4761.5;793.58;Payée;16.0;Prélèvement
FAC-036043;CLI-086421;2024-04-07;2024-05-07;313.3;375.96;62.66;Payée;25.0;Prélèvement
FAC-036044;CLI-100188;2024-09-16;2024-10-16;239.76;287.71;47.95;Payée;21.0;Prélèvement
FAC-036045;CLI-086594;2023-05-21;2023-06-20;1075.98;1291.18;215.2;En attente;;CB en ligne
FAC-036046;CLI-087874;2025-01-21;2025-02-20;646.81;776.17;129.36;Impayée;309.0;Prélèvement
FAC-036047;CLI-088183;2024-08-29;2024-09-28;164.71;197.65;32.94;Payée;17.0;TIP
FAC-036048;CLI-099367;2025-01-19;2025-02-18;1362.02;1634.42;272.4;Payée;7.0;Chèque
FAC-036049;CLI-095340;2022-09-29;2022-10-29;53.82;64.58;10.76;En retard;76.0;Prélèvement
FAC-036050;CLI-099723;2022-03-02;2022-04-01;196.09;235.31;39.22;Payée;28.0;Prélèvement
FAC-036051;CLI-095296;2023-11-05;2023-12-05;437.07;524.48;87.41;En retard;76.0;Virement
FAC-036052;CLI-089415;2024-01-01;2024-01-31;48.77;58.52;9.75;Payée;15.0;Prélèvement
FAC-036053;CLI-090297;2023-11-08;2023-12-08;237.72;285.26;47.54;Payée;8.0;Prélèvement
FAC-036054;CLI-096084;2022-06-28;2022-07-28;267.65;321.18;53.53;Payée;1.0;TIP
FAC-036055;CLI-087025;2024-01-30;2024-02-29;237.9;285.48;47.58;Payée;28.0;CB en ligne
FAC-036056;CLI-099453;2022-12-02;2023-01-01;165.09;198.11;33.02;Payée;12.0;Virement
FAC-036057;CLI-093679;2024-07-01;2024-07-31;275.48;330.58;55.1;Payée;26.0;Prélèvement
FAC-036058;CLI-095745;2023-07-11;2023-08-10;270.37;324.44;54.07;Payée;1.0;Prélèvement
FAC-036059;CLI-092981;2022-12-07;2023-01-06;85.94;103.13;17.19;En retard;81.0;Chèque
FAC-036060;CLI-099306;2023-06-02;2023-07-02;147.85;177.42;29.57;En attente;;Chèque
FAC-036061;CLI-090415;2024-11-15;2024-12-15;142.99;171.59;28.6;Payée;11.0;Prélèvement
FAC-036062;CLI-092957;2022-05-24;2022-06-23;221.97;266.36;44.39;Payée;16.0;Prélèvement
FAC-036063;CLI-086081;2023-05-17;2023-06-16;243.91;292.69;48.78;En attente;;Prélèvement
FAC-036064;CLI-097255;2025-02-18;2025-03-20;3897.81;4677.37;779.56;Payée;9.0;Prélèvement
FAC-036065;CLI-097321;2024-08-13;2024-09-12;38.0;45.6;7.6;Impayée;356.0;Prélèvement
FAC-036066;CLI-094632;2023-07-27;2023-08-26;112.17;134.6;22.43;Impayée;176.0;Prélèvement
FAC-036067;CLI-099346;2022-02-11;2022-03-13;147.83;177.4;29.57;Payée;9.0;Prélèvement
FAC-036068;CLI-097027;2022-08-27;2022-09-26;201.52;241.82;40.3;En attente;;Chèque
FAC-036069;CLI-097349;2022-12-30;2023-01-29;1238.66;1486.39;247.73;En retard;88.0;Chèque
FAC-036070;CLI-088718;2023-03-30;2023-04-29;225.35;270.42;45.07;Payée;34.0;Prélèvement
FAC-036071;CLI-097648;2024-04-20;2024-05-20;180.92;217.1;36.18;Payée;3.0;Virement
FAC-036072;CLI-100396;2025-02-25;2025-03-27;7736.95;9284.34;1547.39;Payée;9.0;Prélèvement
FAC-036073;CLI-087353;2022-06-28;2022-07-28;1273.42;1528.1;254.68;Payée;30.0;Prélèvement
FAC-036074;CLI-100669;2024-06-05;2024-07-05;172.62;207.14;34.52;Payée;17.0;Virement
FAC-036075;CLI-088158;2024-09-28;2024-10-28;91.94;110.33;18.39;Payée;16.0;Virement
FAC-036076;CLI-094055;2024-11-03;2024-12-03;215.45;258.54;43.09;Payée;7.0;Virement
FAC-036077;CLI-090490;2023-04-24;2023-05-24;96.92;116.3;19.38;En retard;53.0;TIP
FAC-036078;CLI-087447;2022-07-04;2022-08-03;426.99;512.39;85.4;Payée;19.0;CB en ligne
FAC-036079;CLI-097319;2022-03-03;2022-04-02;509.21;611.05;101.84;Payée;31.0;Prélèvement
FAC-036080;CLI-091355;2022-02-07;2022-03-09;248.68;298.42;49.74;Payée;11.0;TIP
FAC-036081;CLI-088205;2022-05-02;2022-06-01;3919.68;4703.62;783.94;En attente;;CB en ligne
FAC-036082;CLI-094232;2025-01-18;2025-02-17;941.26;1129.51;188.25;En retard;49.0;CB en ligne
FAC-036083;CLI-093714;2025-05-17;2025-06-16;207.62;249.14;41.52;Payée;4.0;Prélèvement
FAC-036084;CLI-100328;2023-07-27;2023-08-26;175.02;210.02;35.0;Payée;7.0;CB en ligne
FAC-036085;CLI-098434;2023-04-16;2023-05-16;177.27;212.72;35.45;Payée;21.0;Prélèvement
FAC-036086;CLI-098668;2022-10-29;2022-11-28;239.17;287.0;47.83;Payée;28.0;Chèque
FAC-036087;CLI-100113;2023-12-02;2024-01-01;212.75;255.3;42.55;Payée;32.0;Prélèvement
FAC-036088;CLI-097093;2024-09-02;2024-10-02;199.19;239.03;39.84;Impayée;341.0;CB en ligne
FAC-036089;CLI-097191;2023-06-16;2023-07-16;236.58;283.9;47.32;En retard;70.0;Prélèvement
FAC-036090;CLI-097193;2025-02-26;2025-03-28;238.97;286.76;47.79;Payée;27.0;Prélèvement
FAC-036091;CLI-087643;2024-08-02;2024-09-01;184.89;221.87;36.98;Payée;32.0;Prélèvement
FAC-036092;CLI-096565;2024-10-10;2024-11-09;44.31;53.17;8.86;Impayée;116.0;Prélèvement
FAC-036093;CLI-096564;2025-01-28;2025-02-27;116.95;140.34;23.39;Payée;25.0;Prélèvement
FAC-036094;CLI-086995;2023-11-21;2023-12-21;186.12;223.34;37.22;En attente;;Prélèvement
FAC-036095;CLI-088979;2025-04-19;2025-05-19;33378.0;40053.6;6675.6;En retard;44.0;TIP
FAC-036096;CLI-097640;2023-11-07;2023-12-07;7454.05;8944.86;1490.81;Payée;23.0;Prélèvement
FAC-036097;CLI-096263;2022-06-08;2022-07-08;5168.02;6201.62;1033.6;Payée;4.0;CB en ligne
FAC-036098;CLI-095698;2023-10-15;2023-11-14;228.74;274.49;45.75;En retard;40.0;CB en ligne
FAC-036099;CLI-092066;2024-10-18;2024-11-17;140.64;168.77;28.13;Payée;30.0;Prélèvement
FAC-036100;CLI-092626;2023-01-05;2023-02-04;1051.77;1262.12;210.35;En retard;49.0;Chèque
FAC-036101;CLI-090547;2023-10-10;2023-11-09;278.29;333.95;55.66;Payée;20.0;Chèque
FAC-036102;CLI-094619;2023-02-26;2023-03-28;276.86;332.23;55.37;Payée;16.0;Virement
FAC-036103;CLI-094426;2024-12-01;2024-12-31;67.75;81.3;13.55;Payée;5.0;Prélèvement
FAC-036104;CLI-100228;2025-02-19;2025-03-21;147.21;176.65;29.44;En retard;35.0;Prélèvement
FAC-036105;CLI-094281;2023-04-11;2023-05-11;43081.03;51697.24;8616.21;En attente;;CB en ligne
FAC-036106;CLI-100214;2023-04-29;2023-05-29;99.84;119.81;19.97;Impayée;232.0;Chèque
FAC-036107;CLI-095138;2022-12-20;2023-01-19;155.06;186.07;31.01;Payée;20.0;Chèque
FAC-036108;CLI-095772;2025-03-29;2025-04-28;180.29;216.35;36.06;Impayée;115.0;Prélèvement
FAC-036109;CLI-087579;2023-02-17;2023-03-19;163.06;195.67;32.61;En retard;83.0;Prélèvement
FAC-036110;CLI-099056;2022-11-04;2022-12-04;131.66;157.99;26.33;Payée;24.0;Virement
FAC-036111;CLI-093771;2022-03-02;2022-04-01;45.29;54.35;9.06;En attente;;Prélèvement
FAC-036112;CLI-090583;2023-07-07;2023-08-06;281.28;337.54;56.26;Payée;25.0;Virement
FAC-036113;CLI-100964;2022-03-11;2022-04-10;262.54;315.05;52.51;Impayée;241.0;Virement
FAC-036114;CLI-097034;2024-01-06;2024-02-05;597.06;716.47;119.41;Payée;16.0;Prélèvement
FAC-036115;CLI-091852;2024-09-11;2024-10-11;1192.91;1431.49;238.58;Payée;29.0;Prélèvement
FAC-036116;CLI-089065;2024-11-17;2024-12-17;177.45;212.94;35.49;En attente;;Prélèvement
FAC-036117;CLI-095134;2023-10-14;2023-11-13;792.83;951.4;158.57;En retard;70.0;Chèque
FAC-036118;CLI-086151;2022-07-17;2022-08-16;237.36;284.83;47.47;Impayée;109.0;Prélèvement
FAC-036119;CLI-091665;2022-05-23;2022-06-22;1439.07;1726.88;287.81;Impayée;305.0;Virement
FAC-036120;CLI-091732;2024-07-20;2024-08-19;115.75;138.9;23.15;En retard;62.0;Prélèvement
FAC-036121;CLI-097704;2022-10-29;2022-11-28;253.06;303.67;50.61;Impayée;351.0;Prélèvement
FAC-036122;CLI-087404;2022-06-19;2022-07-19;231.46;277.75;46.29;Payée;16.0;Prélèvement
FAC-036123;CLI-092277;2023-11-08;2023-12-08;276.01;331.21;55.2;En attente;;Virement
FAC-036124;CLI-089297;2023-10-05;2023-11-04;138.14;165.77;27.63;Payée;6.0;Chèque
FAC-036125;CLI-089063;2022-10-27;2022-11-26;188.44;226.13;37.69;En retard;58.0;Virement
FAC-036126;CLI-087474;2024-04-23;2024-05-23;145.95;175.14;29.19;Impayée;107.0;Prélèvement
FAC-036127;CLI-090412;2025-02-19;2025-03-21;175.96;211.15;35.19;Payée;6.0;Prélèvement
FAC-036128;CLI-095713;2022-12-10;2023-01-09;112.53;135.04;22.51;Payée;7.0;Prélèvement
FAC-036129;CLI-092990;2023-05-17;2023-06-16;6740.09;8088.11;1348.02;En attente;;CB en ligne
FAC-036130;CLI-088274;2023-12-02;2024-01-01;6637.53;7965.04;1327.51;Payée;25.0;Prélèvement
FAC-036131;CLI-092860;2022-01-04;2022-02-03;245.05;294.06;49.01;Payée;8.0;CB en ligne
FAC-036132;CLI-097488;2025-02-04;2025-03-06;1111.58;1333.9;222.32;Payée;26.0;Prélèvement
FAC-036133;CLI-097260;2022-08-04;2022-09-03;131.72;158.06;26.34;En retard;47.0;CB en ligne
FAC-036134;CLI-089916;2022-02-14;2022-03-16;651.52;781.82;130.3;Payée;29.0;Prélèvement
FAC-036135;CLI-094279;2022-02-24;2022-03-26;134.76;161.71;26.95;En retard;79.0;TIP
FAC-036136;CLI-087933;2022-12-07;2023-01-06;102.86;123.43;20.57;Payée;27.0;Prélèvement
FAC-036137;CLI-099250;2024-02-01;2024-03-02;1316.48;1579.78;263.3;En attente;;Prélèvement
FAC-036138;CLI-091965;2024-05-06;2024-06-05;1493.3;1791.96;298.66;En retard;88.0;TIP
FAC-036139;CLI-088831;2022-11-01;2022-12-01;123.64;148.37;24.73;En retard;48.0;Virement
FAC-036140;CLI-094024;2023-10-27;2023-11-26;68.87;82.64;13.77;En attente;;Prélèvement
FAC-036141;CLI-088603;2022-07-31;2022-08-30;105.39;126.47;21.08;Payée;24.0;Prélèvement
FAC-036142;CLI-097651;2022-03-09;2022-04-08;250.9;301.08;50.18;Impayée;173.0;Virement
FAC-036143;CLI-091306;2022-06-21;2022-07-21;167.05;200.46;33.41;Impayée;98.0;CB en ligne
FAC-036144;CLI-093730;2023-01-13;2023-02-12;169.29;203.15;33.86;Payée;33.0;Prélèvement
FAC-036145;CLI-088845;2023-12-11;2024-01-10;165.75;198.9;33.15;En attente;;TIP
FAC-036146;CLI-094177;2024-03-20;2024-04-19;1154.96;1385.95;230.99;Impayée;226.0;CB en ligne
FAC-036147;CLI-095588;2023-06-01;2023-07-01;219.95;263.94;43.99;Impayée;91.0;Prélèvement
FAC-036148;CLI-087966;2022-03-31;2022-04-30;124.59;149.51;24.92;Impayée;288.0;CB en ligne
FAC-036149;CLI-098456;2023-05-16;2023-06-15;239.5;287.4;47.9;Payée;15.0;Virement
FAC-036150;CLI-093450;2022-04-01;2022-05-01;247.11;296.53;49.42;Payée;17.0;CB en ligne
FAC-036151;CLI-096219;2023-10-16;2023-11-15;159.34;191.21;31.87;Payée;16.0;CB en ligne
FAC-036152;CLI-088906;2023-01-13;2023-02-12;25345.74;30414.89;5069.15;Payée;7.0;Prélèvement
FAC-036153;CLI-087858;2024-11-17;2024-12-17;334.91;401.89;66.98;Payée;19.0;Prélèvement
FAC-036154;CLI-086011;2023-10-29;2023-11-28;3193.61;3832.33;638.72;Payée;4.0;Prélèvement
FAC-036155;CLI-095552;2025-01-08;2025-02-07;633.6;760.32;126.72;Impayée;118.0;CB en ligne
FAC-036156;CLI-091232;2023-02-14;2023-03-16;130.29;156.35;26.06;Payée;23.0;Chèque
FAC-036157;CLI-098813;2024-03-03;2024-04-02;72.44;86.93;14.49;Payée;22.0;Prélèvement
FAC-036158;CLI-093958;2025-01-16;2025-02-15;42.54;51.05;8.51;Payée;8.0;Virement
FAC-036159;CLI-091388;2022-05-18;2022-06-17;252.98;303.58;50.6;En attente;;Prélèvement
FAC-036160;CLI-093079;2025-02-21;2025-03-23;372.21;446.65;74.44;Payée;1.0;Chèque
FAC-036161;CLI-093585;2023-08-30;2023-09-29;191.93;230.32;38.39;Impayée;363.0;Chèque
FAC-036162;CLI-087296;2024-11-05;2024-12-05;213.32;255.98;42.66;Payée;8.0;CB en ligne
FAC-036163;CLI-099267;2024-10-31;2024-11-30;220.35;264.42;44.07;Impayée;101.0;Prélèvement
FAC-036164;CLI-100885;2022-10-22;2022-11-21;748.45;898.14;149.69;Payée;33.0;Prélèvement
FAC-036165;CLI-099689;2024-11-06;2024-12-06;1387.62;1665.14;277.52;Payée;6.0;Prélèvement
FAC-036166;CLI-089334;2025-02-18;2025-03-20;653.73;784.48;130.75;Payée;31.0;TIP
FAC-036167;CLI-100790;2024-08-12;2024-09-11;187.63;225.16;37.53;Payée;3.0;Virement
FAC-036168;CLI-091666;2025-01-14;2025-02-13;73.57;88.28;14.71;Impayée;143.0;Prélèvement
FAC-036169;CLI-092692;2022-06-17;2022-07-17;109.93;131.92;21.99;Payée;16.0;CB en ligne
FAC-036170;CLI-092042;2024-04-12;2024-05-12;223.54;268.25;44.71;Payée;4.0;Chèque
FAC-036171;CLI-093192;2023-10-26;2023-11-25;82.58;99.1;16.52;Payée;16.0;Chèque
FAC-036172;CLI-091679;2022-03-09;2022-04-08;180.7;216.84;36.14;En attente;;Prélèvement
FAC-036173;CLI-100016;2025-02-07;2025-03-09;7793.81;9352.57;1558.76;Payée;26.0;TIP
FAC-036174;CLI-088419;2025-02-26;2025-03-28;268.82;322.58;53.76;Payée;16.0;Prélèvement
FAC-036175;CLI-093501;2022-11-24;2022-12-24;1395.23;1674.28;279.05;Payée;7.0;Chèque
FAC-036176;CLI-092817;2023-01-01;2023-01-31;5772.36;6926.83;1154.47;Payée;26.0;TIP
FAC-036177;CLI-090653;2023-01-03;2023-02-02;373.51;448.21;74.7;En attente;;Virement
FAC-036178;CLI-088474;2025-02-06;2025-03-08;174.31;209.17;34.86;Payée;13.0;Prélèvement
FAC-036179;CLI-097939;2022-01-18;2022-02-17;69.41;83.29;13.88;Payée;20.0;Chèque
FAC-036180;CLI-093119;2024-11-13;2024-12-13;51.01;61.21;10.2;En attente;;Prélèvement
FAC-036181;CLI-100942;2023-04-25;2023-05-25;112.74;135.29;22.55;Payée;8.0;Virement
FAC-036182;CLI-087380;2022-09-10;2022-10-10;74.47;89.36;14.89;En retard;43.0;Prélèvement
FAC-036183;CLI-091508;2023-07-05;2023-08-04;59.33;71.2;11.87;En retard;53.0;Prélèvement
FAC-036184;CLI-088795;2024-11-03;2024-12-03;229.28;275.14;45.86;Payée;31.0;Virement
FAC-036185;CLI-090789;2022-02-18;2022-03-20;84.53;101.44;16.91;En retard;52.0;Prélèvement
FAC-036186;CLI-099986;2025-03-12;2025-04-11;83.23;99.88;16.65;En attente;;CB en ligne
FAC-036187;CLI-100273;2023-06-04;2023-07-04;242.19;290.63;48.44;Payée;6.0;TIP
FAC-036188;CLI-092610;2022-03-09;2022-04-08;1011.45;1213.74;202.29;En attente;;Prélèvement
FAC-036189;CLI-088320;2022-07-03;2022-08-02;1619.66;1943.59;323.93;Payée;9.0;Prélèvement
FAC-036190;CLI-092794;2025-04-13;2025-05-13;278.41;334.09;55.68;En retard;62.0;Prélèvement
FAC-036191;CLI-099584;2023-11-18;2023-12-18;193.86;232.63;38.77;Payée;14.0;CB en ligne
FAC-036192;CLI-098230;2022-12-04;2023-01-03;107.03;128.44;21.41;Payée;15.0;Prélèvement
FAC-036193;CLI-090747;2022-01-16;2022-02-15;192.51;231.01;38.5;Impayée;337.0;Chèque
FAC-036194;CLI-087234;2022-08-07;2022-09-06;208.63;250.36;41.73;Payée;12.0;Prélèvement
FAC-036195;CLI-099792;2023-03-25;2023-04-24;253.47;304.16;50.69;Payée;7.0;Prélèvement
FAC-036196;CLI-093390;2022-11-11;2022-12-11;216.09;259.31;43.22;En attente;;Prélèvement
FAC-036197;CLI-092880;2025-04-25;2025-05-25;377.19;452.63;75.44;Impayée;115.0;CB en ligne
FAC-036198;CLI-098816;2022-03-11;2022-04-10;149.82;179.78;29.96;Payée;8.0;Chèque
FAC-036199;CLI-095283;2025-03-19;2025-04-18;151.39;181.67;30.28;Payée;28.0;Virement
FAC-036200;CLI-095433;2023-05-04;2023-06-03;65.96;79.15;13.19;En attente;;CB en ligne
FAC-036201;CLI-088254;2024-08-05;2024-09-04;1136.18;1363.42;227.24;Payée;34.0;Prélèvement
FAC-036202;CLI-099100;2024-02-18;2024-03-19;100.51;120.61;20.1;Payée;5.0;Prélèvement
FAC-036203;CLI-097723;2024-03-18;2024-04-17;79.46;95.35;15.89;Payée;13.0;Chèque
FAC-036204;CLI-092304;2023-05-05;2023-06-04;247.42;296.9;49.48;Payée;14.0;Prélèvement
FAC-036205;CLI-089569;2025-04-01;2025-05-01;1072.95;1287.54;214.59;Payée;33.0;Prélèvement
FAC-036206;CLI-095150;2023-05-11;2023-06-10;59.2;71.04;11.84;Payée;5.0;CB en ligne
FAC-036207;CLI-096140;2022-12-12;2023-01-11;96.37;115.64;19.27;Payée;17.0;Chèque
FAC-036208;CLI-087951;2024-05-25;2024-06-24;179.6;215.52;35.92;Payée;11.0;Virement
FAC-036209;CLI-086074;2024-12-17;2025-01-16;263.39;316.07;52.68;En retard;42.0;Prélèvement
FAC-036210;CLI-089239;2025-05-05;2025-06-04;151.22;181.46;30.24;Payée;1.0;Prélèvement
FAC-036211;CLI-099341;2023-06-18;2023-07-18;156.66;187.99;31.33;Impayée;338.0;Prélèvement
FAC-036212;CLI-097039;2025-05-06;2025-06-05;1316.71;1580.05;263.34;Payée;12.0;Chèque
FAC-036213;CLI-089792;2022-05-30;2022-06-29;146.27;175.52;29.25;En retard;74.0;Prélèvement
FAC-036214;CLI-097319;2024-08-01;2024-08-31;670.56;804.67;134.11;En attente;;Prélèvement
FAC-036215;CLI-090400;2024-02-25;2024-03-26;151.09;181.31;30.22;Payée;24.0;Prélèvement
FAC-036216;CLI-087692;2025-01-13;2025-02-12;37.96;45.55;7.59;Payée;20.0;Prélèvement
FAC-036217;CLI-095187;2024-03-01;2024-03-31;81.32;97.58;16.26;Payée;27.0;Prélèvement
FAC-036218;CLI-092502;2022-08-05;2022-09-04;69.39;83.27;13.88;Payée;28.0;CB en ligne
FAC-036219;CLI-087938;2024-11-22;2024-12-22;212.27;254.72;42.45;Payée;32.0;Prélèvement
FAC-036220;CLI-088048;2023-11-15;2023-12-15;120.99;145.19;24.2;Payée;24.0;Chèque
FAC-036221;CLI-086836;2022-03-03;2022-04-02;4657.04;5588.45;931.41;Payée;19.0;TIP
FAC-036222;CLI-099335;2025-01-25;2025-02-24;882.19;1058.63;176.44;Impayée;172.0;Prélèvement
FAC-036223;CLI-086170;2023-06-01;2023-07-01;270.28;324.34;54.06;Payée;28.0;Prélèvement
FAC-036224;CLI-089434;2022-01-04;2022-02-03;150.95;181.14;30.19;Payée;26.0;Prélèvement
FAC-036225;CLI-097893;2022-08-16;2022-09-15;103.08;123.7;20.62;En attente;;CB en ligne
FAC-036226;CLI-088121;2023-06-18;2023-07-18;171.98;206.38;34.4;Impayée;327.0;Virement
FAC-036227;CLI-087458;2024-08-17;2024-09-16;64.75;77.7;12.95;Payée;6.0;Prélèvement
FAC-036228;CLI-092977;2025-04-01;2025-05-01;707.5;849.0;141.5;Payée;22.0;Virement
FAC-036229;CLI-088797;2022-01-14;2022-02-13;214.29;257.15;42.86;Impayée;300.0;CB en ligne
FAC-036230;CLI-091192;2024-11-30;2024-12-30;877.11;1052.53;175.42;Impayée;157.0;Chèque
FAC-036231;CLI-096578;2023-06-23;2023-07-23;155.51;186.61;31.1;En attente;;Chèque
FAC-036232;CLI-087656;2023-04-25;2023-05-25;87.62;105.14;17.52;En attente;;CB en ligne
FAC-036233;CLI-088096;2024-04-27;2024-05-27;265.42;318.5;53.08;Impayée;151.0;Prélèvement
FAC-036234;CLI-099118;2022-06-17;2022-07-17;6974.63;8369.56;1394.93;Impayée;119.0;Prélèvement
FAC-036235;CLI-087541;2022-04-10;2022-05-10;102.08;122.5;20.42;Payée;15.0;Virement
FAC-036236;CLI-087998;2025-03-29;2025-04-28;72.08;86.5;14.42;En retard;58.0;TIP
FAC-036237;CLI-099912;2023-07-09;2023-08-08;71.43;85.72;14.29;Impayée;295.0;Prélèvement
FAC-036238;CLI-096038;2024-07-24;2024-08-23;126.99;152.39;25.4;Payée;11.0;Prélèvement
FAC-036239;CLI-099097;2022-01-24;2022-02-23;112.79;135.35;22.56;Payée;34.0;Virement
FAC-036240;CLI-095201;2023-08-15;2023-09-14;218.01;261.61;43.6;Payée;6.0;TIP
FAC-036241;CLI-100567;2024-02-21;2024-03-22;534.18;641.02;106.84;Payée;26.0;CB en ligne
FAC-036242;CLI-091289;2023-11-20;2023-12-20;262.92;315.5;52.58;Impayée;355.0;Prélèvement
FAC-036243;CLI-093359;2024-05-16;2024-06-15;1258.45;1510.14;251.69;Payée;12.0;Prélèvement
FAC-036244;CLI-092147;2024-11-12;2024-12-12;65.09;78.11;13.02;Payée;20.0;Prélèvement
FAC-036245;CLI-094610;2022-07-10;2022-08-09;175.76;210.91;35.15;Payée;8.0;Prélèvement
FAC-036246;CLI-097074;2023-06-16;2023-07-16;143.9;172.68;28.78;En retard;42.0;CB en ligne
FAC-036247;CLI-099275;2024-01-30;2024-02-29;124.58;149.5;24.92;Impayée;222.0;Prélèvement
FAC-036248;CLI-087463;2025-02-03;2025-03-05;148.49;178.19;29.7;Payée;5.0;Prélèvement
FAC-036249;CLI-097652;2023-03-24;2023-04-23;36.03;43.24;7.21;Payée;30.0;Virement
