compteur_id;pdl;client_id;type_energie;type_compteur;marque;date_installation;dernier_releve;statut
CPT-101894;72749152602179;CLI-098688;Électricité;Linky;Sagemcom;2013-11-10;2025-05-17;Actif
CPT-101895;70526561809144;CLI-098688;Gaz;Traditionnel;Sagemcom;2013-11-08;2025-05-13;Actif
CPT-101896;86464371088482;CLI-098689;Électricité;Linky;Iskraemeco;2018-02-04;2025-04-07;Actif
CPT-101897;53331991728583;CLI-098689;Gaz;Traditionnel;Sagemcom;2018-02-12;2025-05-13;Actif
CPT-101898;86132887804819;CLI-098690;Électricité;Électromécanique;Sagemcom;2016-01-12;2025-05-10;Résilié
CPT-101899;50009849388503;CLI-098691;Électricité;Linky;Sagemcom;2013-05-06;2025-05-17;Suspendu
CPT-101900;29043485797675;CLI-098692;Gaz;Gazpar;Sagemcom;2015-07-03;2025-04-12;Actif
CPT-101901;27223031376022;CLI-098693;Électricité;Linky;Itron;2021-06-20;2025-05-08;Suspendu
CPT-101902;20497596368390;CLI-098694;Électricité;Linky;Landis+Gyr;2019-02-11;2025-04-06;Actif
CPT-101903;59830112373132;CLI-098695;Gaz;Gazpar;Sagemcom;2014-09-14;2025-05-08;Actif
CPT-101904;24283770212337;CLI-098696;Électricité;Linky;Itron;2019-08-04;2025-04-16;Actif
CPT-101905;83779267916703;CLI-098696;Gaz;Traditionnel;Iskraemeco;2019-08-05;2025-04-02;Actif
CPT-101906;41614732639951;CLI-098697;Électricité;Linky;Sagemcom;2015-12-25;2025-05-19;Suspendu
CPT-101907;72246430364466;CLI-098697;Gaz;Gazpar;Sagemcom;2015-12-14;2025-05-16;Suspendu
CPT-101908;94782343813794;CLI-098698;Électricité;Électromécanique;Sagemcom;2012-04-19;2025-05-23;Actif
CPT-101909;47162695627842;CLI-098699;Gaz;Gazpar;Sagemcom;2021-03-01;2025-04-14;Actif
CPT-101910;46724495999371;CLI-098700;Électricité;Électromécanique;Itron;2015-06-09;2025-04-14;Actif
CPT-101911;92996351389024;CLI-098700;Gaz;Gazpar;Landis+Gyr;2015-06-14;2025-04-15;Actif
CPT-101912;37022339742200;CLI-098701;Gaz;Traditionnel;Itron;2020-06-28;2025-05-17;Actif
CPT-101913;77242780761776;CLI-098702;Gaz;Gazpar;Itron;2016-10-23;2025-05-02;Actif
CPT-101914;39915415604637;CLI-098703;Électricité;Linky;Sagemcom;2012-09-12;2025-05-02;Résilié
CPT-101915;89079738847970;CLI-098704;Électricité;Linky;Landis+Gyr;2019-12-07;2025-04-29;Résilié
CPT-101916;54922745130615;CLI-098704;Gaz;Gazpar;Itron;2019-12-12;2025-05-03;Résilié
CPT-101917;46224237857415;CLI-098705;Gaz;Traditionnel;Sagemcom;2019-06-28;2025-05-22;Suspendu
CPT-101918;40696226480342;CLI-098706;Électricité;Linky;Sagemcom;2016-02-27;2025-05-06;Actif
CPT-101919;47104514099528;CLI-098707;Électricité;Électromécanique;Sagemcom;2015-06-26;2025-04-08;Suspendu
CPT-101920;66616805174143;CLI-098707;Gaz;Traditionnel;Sagemcom;2015-06-20;2025-05-17;Suspendu
CPT-101921;14924858651844;CLI-098708;Électricité;Linky;Itron;2013-02-27;2025-05-25;Actif
CPT-101922;78274020425131;CLI-098708;Gaz;Gazpar;Iskraemeco;2013-03-20;2025-04-17;Actif
CPT-101923;50532124031804;CLI-098709;Électricité;Linky;Landis+Gyr;2012-09-06;2025-05-20;Résilié
CPT-101924;71263924675811;CLI-098710;Électricité;Linky;Itron;2016-02-23;2025-04-14;Actif
CPT-101925;95000816574011;CLI-098710;Gaz;Gazpar;Landis+Gyr;2016-02-17;2025-05-16;Actif
CPT-101926;30060398512115;CLI-098711;Gaz;Gazpar;Iskraemeco;2012-07-15;2025-05-12;Actif
CPT-101927;66592040544607;CLI-098712;Électricité;Linky;Itron;2017-08-24;2025-05-26;Résilié
CPT-101928;58142715485812;CLI-098713;Électricité;Linky;Iskraemeco;2016-12-29;2025-05-30;Résilié
CPT-101929;62867755560398;CLI-098714;Électricité;Linky;Itron;2014-04-08;2025-04-03;Actif
CPT-101930;64937402769655;CLI-098714;Gaz;Traditionnel;Itron;2014-04-05;2025-04-21;Actif
CPT-101931;75558283759087;CLI-098715;Électricité;Linky;Sagemcom;2016-10-05;2025-04-25;Suspendu
CPT-101932;64468782051757;CLI-098716;Électricité;Linky;Landis+Gyr;2015-07-14;2025-04-20;Suspendu
CPT-101933;83371078336986;CLI-098717;Électricité;Linky;Sagemcom;2012-02-25;2025-05-11;Actif
CPT-101934;95698793098196;CLI-098718;Électricité;Linky;Landis+Gyr;2021-11-29;2025-05-03;Suspendu
CPT-101935;29330723936230;CLI-098719;Électricité;Linky;Sagemcom;2017-12-30;2025-04-14;Actif
CPT-101936;59111188988699;CLI-098720;Électricité;Linky;Sagemcom;2013-04-20;2025-04-05;Résilié
CPT-101937;15907149326366;CLI-098720;Gaz;Gazpar;Sagemcom;2013-04-22;2025-05-03;Résilié
CPT-101938;98959147237536;CLI-098721;Électricité;Électromécanique;Iskraemeco;2020-07-06;2025-05-05;Actif
CPT-101939;97755062021779;CLI-098722;Gaz;Traditionnel;Landis+Gyr;2017-01-09;2025-04-05;Actif
CPT-101940;11508171605518;CLI-098723;Électricité;Linky;Iskraemeco;2018-01-03;2025-05-02;Actif
CPT-101941;76398453981567;CLI-098724;Gaz;Gazpar;Itron;2020-10-30;2025-05-19;Résilié
CPT-101942;57278295980264;CLI-098725;Électricité;Linky;Itron;2018-09-22;2025-04-12;Résilié
CPT-101943;83537681497330;CLI-098725;Gaz;Gazpar;Sagemcom;2018-09-23;2025-04-26;Résilié
CPT-101944;44839507223712;CLI-098726;Électricité;Linky;Sagemcom;2015-08-14;2025-05-28;Actif
CPT-101945;22274301257152;CLI-098726;Gaz;Traditionnel;Sagemcom;2015-09-01;2025-04-06;Actif
CPT-101946;69349897031067;CLI-098727;Électricité;Linky;Itron;2021-10-10;2025-05-12;Suspendu
CPT-101947;51995884968278;CLI-098728;Électricité;Linky;Sagemcom;2020-06-28;2025-04-29;Actif
CPT-101948;12644527028572;CLI-098728;Gaz;Gazpar;Iskraemeco;2020-06-26;2025-05-24;Actif
CPT-101949;52880083637653;CLI-098729;Électricité;Électromécanique;Sagemcom;2020-10-02;2025-05-03;Actif
CPT-101950;81077352465956;CLI-098730;Électricité;Linky;Itron;2021-03-17;2025-04-17;Actif
CPT-101951;61909646698352;CLI-098730;Gaz;Gazpar;Landis+Gyr;2021-03-07;2025-05-26;Actif
CPT-101952;20685203546044;CLI-098731;Électricité;Linky;Itron;2016-11-02;2025-05-27;Actif
CPT-101953;50469345452061;CLI-098731;Gaz;Gazpar;Sagemcom;2016-11-03;2025-04-27;Actif
CPT-101954;73749409731365;CLI-098732;Électricité;Linky;Landis+Gyr;2017-05-15;2025-04-17;Actif
CPT-101955;62076479542033;CLI-098733;Gaz;Gazpar;Sagemcom;2012-07-19;2025-05-15;Actif
CPT-101956;23789776955186;CLI-098734;Électricité;Linky;Itron;2017-06-02;2025-05-11;Actif
CPT-101957;20338990531652;CLI-098734;Gaz;Gazpar;Itron;2017-05-19;2025-05-07;Actif
CPT-101958;83715393436137;CLI-098735;Électricité;Linky;Itron;2013-02-26;2025-05-11;Actif
CPT-101959;63712212352888;CLI-098736;Électricité;Linky;Sagemcom;2020-12-12;2025-05-01;Actif
CPT-101960;94181728211523;CLI-098737;Électricité;Linky;Itron;2014-02-01;2025-05-27;Suspendu
CPT-101961;29028166475252;CLI-098738;Électricité;Linky;Landis+Gyr;2020-06-24;2025-04-05;Suspendu
CPT-101962;68423126165832;CLI-098739;Électricité;Linky;Itron;2016-07-12;2025-05-24;Actif
CPT-101963;37174904542642;CLI-098739;Gaz;Traditionnel;Sagemcom;2016-07-12;2025-05-16;Actif
CPT-101964;82164089311468;CLI-098740;Électricité;Électromécanique;Sagemcom;2012-05-15;2025-05-25;Actif
CPT-101965;43394558956844;CLI-098741;Électricité;Linky;Sagemcom;2019-02-14;2025-05-05;Actif
CPT-101966;37704152245922;CLI-098741;Gaz;Gazpar;Landis+Gyr;2019-01-22;2025-05-23;Actif
CPT-101967;74207667431863;CLI-098742;Électricité;Linky;Iskraemeco;2014-06-06;2025-04-24;Résilié
CPT-101968;86430936120805;CLI-098743;Gaz;Traditionnel;Iskraemeco;2012-06-26;2025-05-27;Actif
CPT-101969;42633431221480;CLI-098744;Électricité;Linky;Iskraemeco;2014-10-16;2025-04-17;Actif
CPT-101970;13558870168725;CLI-098744;Gaz;Gazpar;Itron;2014-10-30;2025-05-31;Actif
CPT-101971;49649700730098;CLI-098745;Électricité;Électromécanique;Landis+Gyr;2016-12-21;2025-05-20;Actif
CPT-101972;30917774850005;CLI-098746;Électricité;Linky;Sagemcom;2012-12-19;2025-05-31;Actif
CPT-101973;23930950991619;CLI-098747;Électricité;Linky;Itron;2013-01-09;2025-05-21;Résilié
CPT-101974;63577674800129;CLI-098748;Électricité;Linky;Itron;2013-03-06;2025-05-13;Actif
CPT-101975;18922389755842;CLI-098749;Gaz;Traditionnel;Itron;2021-07-27;2025-04-17;Actif
CPT-101976;10645477986434;CLI-098750;Électricité;Électromécanique;Sagemcom;2013-12-11;2025-05-07;Résilié
CPT-101977;34183768597430;CLI-098751;Électricité;Linky;Sagemcom;2017-08-05;2025-04-05;Actif
CPT-101978;94245338347421;CLI-098751;Gaz;Traditionnel;Itron;2017-08-21;2025-05-28;Actif
CPT-101979;86630722124590;CLI-098752;Électricité;Linky;Itron;2015-03-08;2025-05-24;Actif
CPT-101980;77305663944762;CLI-098752;Gaz;Gazpar;Sagemcom;2015-03-07;2025-04-06;Actif
CPT-101981;57558216760554;CLI-098753;Électricité;Linky;Itron;2017-11-13;2025-04-22;Actif
CPT-101982;74526559266037;CLI-098754;Électricité;Électromécanique;Sagemcom;2015-07-04;2025-04-07;Résilié
CPT-101983;24883752911947;CLI-098755;Électricité;Électromécanique;Sagemcom;2015-06-14;2025-05-10;Suspendu
CPT-101984;30998165462254;CLI-098756;Électricité;Linky;Sagemcom;2015-01-18;2025-05-17;Suspendu
CPT-101985;66892387472164;CLI-098756;Gaz;Traditionnel;Sagemcom;2015-02-05;2025-05-22;Suspendu
CPT-101986;88867954659330;CLI-098757;Gaz;Gazpar;Itron;2016-11-07;2025-05-16;Actif
CPT-101987;42171560612654;CLI-098758;Électricité;Électromécanique;Itron;2020-09-17;2025-05-26;Actif
CPT-101988;98045340771158;CLI-098759;Électricité;Linky;Itron;2013-09-09;2025-05-31;Actif
CPT-101989;91159517394033;CLI-098760;Électricité;Linky;Sagemcom;2021-04-09;2025-04-24;Suspendu
CPT-101990;82625064907995;CLI-098761;Électricité;Linky;Itron;2019-09-24;2025-05-15;Suspendu
CPT-101991;60422699917719;CLI-098762;Électricité;Linky;Itron;2016-12-24;2025-05-15;Résilié
CPT-101992;26538942523168;CLI-098763;Électricité;Linky;Sagemcom;2018-10-09;2025-05-14;Actif
CPT-101993;24040658920938;CLI-098763;Gaz;Gazpar;Sagemcom;2018-10-28;2025-04-26;Actif
CPT-101994;28936906787930;CLI-098764;Électricité;Linky;Landis+Gyr;2019-04-23;2025-05-13;Suspendu
CPT-101995;83233585403086;CLI-098765;Électricité;Linky;Sagemcom;2020-12-12;2025-04-09;Résilié
CPT-101996;15685388311989;CLI-098766;Électricité;Linky;Itron;2013-06-21;2025-04-06;Actif
CPT-101997;76397329150113;CLI-098766;Gaz;Gazpar;Iskraemeco;2013-06-14;2025-05-28;Actif
CPT-101998;11395463855364;CLI-098767;Électricité;Linky;Sagemcom;2020-11-12;2025-04-19;Suspendu
CPT-101999;91241043740791;CLI-098767;Gaz;Gazpar;Sagemcom;2020-10-31;2025-05-01;Suspendu
CPT-102000;70611459235220;CLI-098768;Gaz;Gazpar;Landis+Gyr;2012-06-01;2025-05-09;Actif
CPT-102001;40134899679983;CLI-098769;Électricité;Linky;Itron;2020-12-29;2025-05-02;Actif
CPT-102002;79960773011939;CLI-098769;Gaz;Gazpar;Itron;2021-01-14;2025-04-22;Actif
CPT-102003;38907729071141;CLI-098770;Électricité;Linky;Itron;2013-09-11;2025-05-16;Actif
CPT-102004;47680430181938;CLI-098771;Électricité;Linky;Landis+Gyr;2020-04-29;2025-05-11;Actif
CPT-102005;57272994412759;CLI-098771;Gaz;Gazpar;Itron;2020-04-14;2025-05-18;Actif
CPT-102006;43483926939678;CLI-098772;Électricité;Linky;Landis+Gyr;2013-09-27;2025-05-16;Actif
CPT-102007;49006110657529;CLI-098772;Gaz;Gazpar;Itron;2013-09-20;2025-05-30;Actif
CPT-102008;33637287630380;CLI-098773;Électricité;Linky;Sagemcom;2020-02-27;2025-04-16;Résilié
CPT-102009;86945827988520;CLI-098773;Gaz;Gazpar;Sagemcom;2020-02-09;2025-05-06;Résilié
CPT-102010;90705255524228;CLI-098774;Électricité;Linky;Landis+Gyr;2018-02-06;2025-05-31;Suspendu
CPT-102011;60713789720685;CLI-098775;Électricité;Linky;Sagemcom;2019-07-04;2025-05-24;Actif
CPT-102012;53890393801283;CLI-098776;Électricité;Linky;Landis+Gyr;2016-07-30;2025-04-07;Résilié
CPT-102013;75977766412879;CLI-098777;Gaz;Gazpar;Itron;2016-07-06;2025-04-19;Résilié
CPT-102014;59933130091686;CLI-098778;Électricité;Linky;Sagemcom;2017-06-12;2025-05-14;Actif
CPT-102015;51203016186600;CLI-098779;Gaz;Traditionnel;Landis+Gyr;2021-10-23;2025-05-08;Résilié
CPT-102016;89672074063238;CLI-098780;Électricité;Linky;Landis+Gyr;2020-09-10;2025-04-13;Actif
CPT-102017;37080070703695;CLI-098781;Électricité;Électromécanique;Iskraemeco;2013-02-21;2025-04-27;Suspendu
CPT-102018;87539501649450;CLI-098781;Gaz;Traditionnel;Itron;2013-03-09;2025-04-09;Suspendu
CPT-102019;89569578567126;CLI-098782;Gaz;Traditionnel;Landis+Gyr;2019-02-28;2025-04-30;Suspendu
CPT-102020;84183984100724;CLI-098783;Électricité;Linky;Landis+Gyr;2014-11-07;2025-05-18;Actif
CPT-102021;46137608958724;CLI-098784;Électricité;Linky;Itron;2013-10-19;2025-04-12;Actif
CPT-102022;45417761173219;CLI-098784;Gaz;Traditionnel;Sagemcom;2013-11-09;2025-05-28;Actif
CPT-102023;36443434967516;CLI-098785;Électricité;Électromécanique;Itron;2012-10-27;2025-05-31;Suspendu
CPT-102024;89521303998198;CLI-098786;Électricité;Linky;Iskraemeco;2014-11-16;2025-05-20;Actif
CPT-102025;57346235135840;CLI-098787;Électricité;Linky;Iskraemeco;2021-07-15;2025-05-20;Actif
CPT-102026;41048746855657;CLI-098788;Gaz;Gazpar;Landis+Gyr;2020-04-01;2025-04-07;Actif
CPT-102027;20539750851871;CLI-098789;Électricité;Linky;Landis+Gyr;2017-05-26;2025-04-03;Actif
CPT-102028;59401104301939;CLI-098790;Électricité;Linky;Landis+Gyr;2017-09-02;2025-05-18;Actif
CPT-102029;13155483321581;CLI-098791;Électricité;Linky;Itron;2021-03-24;2025-04-03;Actif
CPT-102030;53870198200738;CLI-098792;Électricité;Linky;Sagemcom;2016-09-08;2025-04-30;Actif
CPT-102031;85187791071805;CLI-098792;Gaz;Gazpar;Itron;2016-10-07;2025-05-14;Actif
CPT-102032;60856030647445;CLI-098793;Électricité;Électromécanique;Sagemcom;2020-06-27;2025-04-06;Suspendu
CPT-102033;19257076704938;CLI-098794;Électricité;Électromécanique;Itron;2020-11-18;2025-05-26;Actif
CPT-102034;77203277089546;CLI-098795;Gaz;Traditionnel;Sagemcom;2021-10-04;2025-04-05;Actif
CPT-102035;81075089969754;CLI-098796;Gaz;Gazpar;Iskraemeco;2014-11-20;2025-04-18;Actif
CPT-102036;24005545704586;CLI-098797;Électricité;Linky;Iskraemeco;2018-02-12;2025-05-25;Suspendu
CPT-102037;14640690065789;CLI-098798;Électricité;Électromécanique;Iskraemeco;2019-08-24;2025-05-07;Actif
CPT-102038;49287351458684;CLI-098799;Électricité;Électromécanique;Sagemcom;2017-12-22;2025-05-24;Résilié
CPT-102039;34313944232609;CLI-098800;Gaz;Gazpar;Sagemcom;2014-01-13;2025-04-30;Résilié
CPT-102040;47104584085996;CLI-098801;Électricité;Linky;Iskraemeco;2015-10-03;2025-04-06;Résilié
CPT-102041;73269361987897;CLI-098802;Électricité;Linky;Sagemcom;2013-12-01;2025-04-12;Actif
CPT-102042;94491200281121;CLI-098803;Électricité;Linky;Sagemcom;2015-08-17;2025-04-09;Résilié
CPT-102043;69767832672478;CLI-098804;Gaz;Traditionnel;Sagemcom;2012-08-14;2025-04-27;Résilié
CPT-102044;14570979469802;CLI-098805;Électricité;Linky;Landis+Gyr;2018-12-17;2025-05-08;Actif
CPT-102045;16492042536803;CLI-098806;Électricité;Linky;Sagemcom;2016-11-20;2025-05-01;Suspendu
CPT-102046;82078223133843;CLI-098806;Gaz;Gazpar;Iskraemeco;2016-11-08;2025-04-16;Suspendu
CPT-102047;27998859256147;CLI-098807;Gaz;Traditionnel;Sagemcom;2021-03-09;2025-05-16;Actif
CPT-102048;64493554854552;CLI-098808;Gaz;Traditionnel;Sagemcom;2020-05-31;2025-04-12;Actif
CPT-102049;84286072945886;CLI-098809;Gaz;Gazpar;Sagemcom;2013-11-02;2025-05-08;Actif
CPT-102050;56538488301074;CLI-098810;Gaz;Gazpar;Itron;2014-12-15;2025-05-09;Résilié
CPT-102051;60198878631506;CLI-098811;Électricité;Électromécanique;Itron;2016-04-05;2025-04-20;Suspendu
CPT-102052;42210378383686;CLI-098812;Électricité;Linky;Itron;2020-12-28;2025-05-24;Actif
CPT-102053;55460781223850;CLI-098812;Gaz;Gazpar;Itron;2021-01-11;2025-05-22;Actif
CPT-102054;99707486188458;CLI-098813;Électricité;Linky;Iskraemeco;2017-11-13;2025-05-14;Résilié
CPT-102055;93933297660105;CLI-098813;Gaz;Gazpar;Itron;2017-11-16;2025-05-08;Résilié
CPT-102056;47819212772493;CLI-098814;Électricité;Linky;Sagemcom;2013-02-28;2025-05-14;Résilié
CPT-102057;12907817573980;CLI-098815;Électricité;Linky;Sagemcom;2021-09-03;2025-05-18;Actif
CPT-102058;62092043375606;CLI-098816;Gaz;Traditionnel;Itron;2013-02-16;2025-04-02;Actif
CPT-102059;40993698261008;CLI-098817;Électricité;Linky;Landis+Gyr;2017-02-07;2025-04-08;Résilié
CPT-102060;27553119518031;CLI-098818;Électricité;Linky;Sagemcom;2020-12-14;2025-05-03;Actif
CPT-102061;46874042495420;CLI-098819;Électricité;Linky;Sagemcom;2013-06-07;2025-05-07;Actif
CPT-102062;55757490687709;CLI-098819;Gaz;Gazpar;Sagemcom;2013-06-16;2025-04-24;Actif
CPT-102063;60451616294416;CLI-098820;Gaz;Traditionnel;Landis+Gyr;2013-09-05;2025-04-26;Actif
CPT-102064;19472799919436;CLI-098821;Électricité;Électromécanique;Iskraemeco;2020-12-03;2025-04-14;Suspendu
CPT-102065;32992443360759;CLI-098821;Gaz;Gazpar;Iskraemeco;2020-11-16;2025-05-12;Suspendu
CPT-102066;87209818805619;CLI-098822;Électricité;Linky;Landis+Gyr;2015-04-24;2025-04-30;Actif
CPT-102067;12455999780147;CLI-098822;Gaz;Gazpar;Iskraemeco;2015-04-21;2025-05-06;Actif
CPT-102068;24425625931143;CLI-098823;Électricité;Linky;Sagemcom;2018-12-18;2025-04-08;Résilié
CPT-102069;20337532547367;CLI-098824;Électricité;Électromécanique;Iskraemeco;2016-04-12;2025-05-25;Actif
CPT-102070;77356800035734;CLI-098825;Électricité;Linky;Landis+Gyr;2017-03-25;2025-05-15;Actif
CPT-102071;72320556927019;CLI-098826;Électricité;Linky;Sagemcom;2019-08-22;2025-05-02;Actif
CPT-102072;29204270465842;CLI-098826;Gaz;Traditionnel;Landis+Gyr;2019-08-20;2025-05-06;Actif
CPT-102073;86332044220763;CLI-098827;Électricité;Linky;Iskraemeco;2015-04-25;2025-05-07;Actif
CPT-102074;63697442485946;CLI-098828;Gaz;Gazpar;Iskraemeco;2021-03-26;2025-04-27;Actif
CPT-102075;78430857714514;CLI-098829;Électricité;Linky;Itron;2017-11-30;2025-04-27;Actif
CPT-102076;92913138396579;CLI-098830;Gaz;Traditionnel;Itron;2012-07-06;2025-05-03;Actif
CPT-102077;48323164422085;CLI-098831;Gaz;Gazpar;Sagemcom;2016-09-27;2025-05-10;Actif
CPT-102078;27743472703838;CLI-098832;Électricité;Linky;Sagemcom;2018-05-10;2025-05-04;Actif
CPT-102079;12922738402590;CLI-098832;Gaz;Gazpar;Itron;2018-05-17;2025-04-17;Actif
CPT-102080;63285439645465;CLI-098833;Électricité;Linky;Sagemcom;2013-05-08;2025-04-11;Résilié
CPT-102081;90715673514512;CLI-098834;Gaz;Gazpar;Sagemcom;2014-05-09;2025-05-20;Actif
CPT-102082;45408063785207;CLI-098835;Électricité;Linky;Landis+Gyr;2014-02-13;2025-05-15;Actif
CPT-102083;20486212178365;CLI-098835;Gaz;Gazpar;Itron;2014-02-14;2025-04-22;Actif
CPT-102084;70416186507703;CLI-098836;Électricité;Linky;Iskraemeco;2014-08-05;2025-04-05;Actif
CPT-102085;27674627890539;CLI-098837;Électricité;Linky;Sagemcom;2015-06-20;2025-05-29;Actif
CPT-102086;64603148199183;CLI-098837;Gaz;Traditionnel;Landis+Gyr;2015-06-12;2025-04-25;Actif
CPT-102087;95359992112718;CLI-098838;Électricité;Linky;Iskraemeco;2019-08-21;2025-05-08;Résilié
CPT-102088;75673589095463;CLI-098839;Électricité;Linky;Landis+Gyr;2013-09-14;2025-05-25;Résilié
CPT-102089;14883811870772;CLI-098839;Gaz;Gazpar;Landis+Gyr;2013-08-31;2025-04-02;Résilié
CPT-102090;56124877377659;CLI-098840;Électricité;Linky;Sagemcom;2016-07-30;2025-05-21;Actif
CPT-102091;32763532591574;CLI-098840;Gaz;Gazpar;Sagemcom;2016-08-15;2025-04-18;Actif
CPT-102092;37033069874172;CLI-098841;Électricité;Linky;Landis+Gyr;2019-12-24;2025-05-26;Actif
CPT-102093;22470697386217;CLI-098841;Gaz;Gazpar;Sagemcom;2019-12-24;2025-05-20;Actif
CPT-102094;45497977733462;CLI-098842;Électricité;Linky;Sagemcom;2012-03-22;2025-05-04;Actif
CPT-102095;99491865345169;CLI-098843;Électricité;Linky;Iskraemeco;2019-12-15;2025-05-02;Actif
CPT-102096;18598949979828;CLI-098844;Électricité;Linky;Landis+Gyr;2021-01-21;2025-04-27;Actif
CPT-102097;99619302523342;CLI-098845;Électricité;Linky;Iskraemeco;2021-04-14;2025-04-24;Résilié
CPT-102098;49769369188338;CLI-098845;Gaz;Gazpar;Landis+Gyr;2021-04-29;2025-05-24;Résilié
CPT-102099;73312495733297;CLI-098846;Électricité;Électromécanique;Sagemcom;2020-12-11;2025-05-15;Suspendu
CPT-102100;52581188498455;CLI-098847;Gaz;Gazpar;Iskraemeco;2021-09-12;2025-04-10;Suspendu
CPT-102101;96653613634023;CLI-098848;Électricité;Linky;Iskraemeco;2018-10-27;2025-05-05;Résilié
CPT-102102;98000384675197;CLI-098848;Gaz;Gazpar;Sagemcom;2018-10-17;2025-05-20;Résilié
CPT-102103;67189870463683;CLI-098849;Électricité;Linky;Sagemcom;2017-02-05;2025-05-18;Résilié
CPT-102104;16578274428485;CLI-098850;Électricité;Linky;Iskraemeco;2017-04-24;2025-05-15;Actif
CPT-102105;71965988660782;CLI-098850;Gaz;Traditionnel;Itron;2017-05-12;2025-05-12;Actif
CPT-102106;18177306573559;CLI-098851;Gaz;Gazpar;Itron;2014-08-24;2025-04-10;Résilié
CPT-102107;15128251855598;CLI-098852;Gaz;Gazpar;Landis+Gyr;2013-04-30;2025-05-23;Actif
CPT-102108;88694732759517;CLI-098853;Gaz;Gazpar;Itron;2013-03-28;2025-04-02;Résilié
CPT-102109;74358846844156;CLI-098854;Électricité;Linky;Itron;2015-12-04;2025-04-22;Suspendu
CPT-102110;82811663373511;CLI-098854;Gaz;Traditionnel;Sagemcom;2015-11-29;2025-04-11;Suspendu
CPT-102111;79826353523078;CLI-098855;Électricité;Linky;Iskraemeco;2018-02-18;2025-04-11;Résilié
CPT-102112;47273249848714;CLI-098856;Électricité;Linky;Itron;2014-05-01;2025-04-22;Actif
CPT-102113;10832603631861;CLI-098857;Électricité;Linky;Sagemcom;2019-09-01;2025-05-23;Actif
CPT-102114;20370841905143;CLI-098857;Gaz;Traditionnel;Itron;2019-08-23;2025-05-17;Actif
CPT-102115;86686078802322;CLI-098858;Électricité;Électromécanique;Sagemcom;2020-01-31;2025-04-05;Actif
CPT-102116;28883791821613;CLI-098859;Électricité;Linky;Landis+Gyr;2017-06-04;2025-05-20;Actif
CPT-102117;74153442453750;CLI-098860;Gaz;Traditionnel;Sagemcom;2013-12-02;2025-04-07;Suspendu
CPT-102118;41844308515207;CLI-098861;Électricité;Linky;Sagemcom;2021-06-25;2025-05-01;Actif
CPT-102119;86622133119841;CLI-098861;Gaz;Traditionnel;Itron;2021-07-05;2025-05-10;Actif
CPT-102120;20882334217776;CLI-098862;Électricité;Linky;Sagemcom;2020-05-12;2025-05-31;Actif
CPT-102121;92078752667552;CLI-098863;Électricité;Électromécanique;Sagemcom;2016-07-04;2025-04-11;Actif
CPT-102122;50728227042249;CLI-098864;Gaz;Traditionnel;Itron;2015-10-30;2025-05-05;Résilié
CPT-102123;85856620309695;CLI-098865;Gaz;Gazpar;Itron;2019-09-13;2025-05-12;Actif
CPT-102124;78160141523290;CLI-098866;Électricité;Linky;Sagemcom;2012-04-23;2025-04-26;Actif
CPT-102125;23375125061199;CLI-098867;Électricité;Linky;Landis+Gyr;2017-03-24;2025-04-13;Résilié
CPT-102126;27644104953178;CLI-098867;Gaz;Traditionnel;Landis+Gyr;2017-03-22;2025-04-03;Résilié
CPT-102127;78988970060190;CLI-098868;Gaz;Gazpar;Itron;2013-08-29;2025-04-25;Actif
CPT-102128;97665152384792;CLI-098869;Gaz;Traditionnel;Itron;2016-07-20;2025-05-25;Actif
CPT-102129;69880998343879;CLI-098870;Électricité;Électromécanique;Landis+Gyr;2012-06-08;2025-04-30;Suspendu
CPT-102130;95493218937040;CLI-098871;Électricité;Linky;Landis+Gyr;2013-07-10;2025-04-18;Actif
CPT-102131;82208180956936;CLI-098871;Gaz;Gazpar;Sagemcom;2013-07-08;2025-04-02;Actif
CPT-102132;46588308891985;CLI-098872;Électricité;Linky;Landis+Gyr;2021-11-13;2025-05-24;Actif
CPT-102133;36302629832365;CLI-098873;Gaz;Traditionnel;Itron;2013-11-25;2025-05-16;Actif
CPT-102134;88026703654137;CLI-098874;Électricité;Électromécanique;Sagemcom;2018-12-10;2025-04-28;Suspendu
CPT-102135;34281026756437;CLI-098875;Électricité;Électromécanique;Itron;2014-12-28;2025-04-28;Résilié
CPT-102136;42462339109185;CLI-098876;Gaz;Gazpar;Sagemcom;2015-01-18;2025-04-20;Actif
CPT-102137;54287009503564;CLI-098877;Électricité;Linky;Itron;2018-05-04;2025-04-17;Résilié
CPT-102138;24689449579909;CLI-098878;Électricité;Linky;Sagemcom;2017-05-04;2025-04-16;Suspendu
CPT-102139;44601082875890;CLI-098879;Électricité;Électromécanique;Sagemcom;2021-05-02;2025-05-24;Actif
CPT-102140;23864142840412;CLI-098880;Électricité;Linky;Itron;2017-04-30;2025-04-09;Actif
CPT-102141;49795232010263;CLI-098880;Gaz;Gazpar;Sagemcom;2017-04-20;2025-04-20;Actif
CPT-102142;11390990028496;CLI-098881;Gaz;Gazpar;Itron;2012-10-31;2025-05-08;Actif
CPT-102143;80641029615580;CLI-098882;Électricité;Linky;Itron;2021-12-19;2025-04-19;Actif
CPT-102144;61479783932755;CLI-098883;Gaz;Gazpar;Sagemcom;2021-11-05;2025-04-17;Actif
