intervention_id;client_id;type_intervention;date_intervention;duree_heures;statut;technicien_id;commune;cout_intervention_eur;satisfaction_intervention
INT-010820;CLI-094110;Mise en service;2023-02-18;0.59;Terminée;TECH-001;Châtellerault;707.86;4.7
INT-010821;CLI-087158;Mise en service;2023-12-10;0.36;Terminée;TECH-019;Lusignan;534.21;6.6
INT-010822;CLI-090314;Dépannage réseau;2024-08-27;2.58;Terminée;TECH-023;Poitiers;255.03;6.4
INT-010823;CLI-088864;Changement compteur;2023-11-18;1.5;Terminée;TECH-022;Poitiers;385.2;8.6
INT-010824;CLI-089803;Relève compteur;2024-10-14;0.45;Terminée;TECH-029;Châtellerault;352.85;7.9
INT-010825;CLI-093866;Modification puissance;2022-12-25;0.93;Terminée;TECH-021;Châtellerault;305.66;5.6
INT-010826;CLI-095493;Contrôle technique;2025-02-17;2.6;Terminée;TECH-020;Loudun;394.23;10.0
INT-010827;CLI-098057;Contrôle technique;2023-07-05;1.75;Terminée;TECH-036;Migné-Auxances;456.68;10.0
INT-010828;CLI-086620;Mise en service;2024-09-01;1.36;Annulée;TECH-012;Buxerolles;552.1;10.0
INT-010829;CLI-098604;Rétablissement;2024-06-07;0.47;Terminée;TECH-024;Jaunay-Marigny;135.51;5.7
INT-010830;CLI-086933;Maintenance préventive;2023-09-03;2.52;Terminée;TECH-041;Migné-Auxances;381.52;9.2
INT-010831;CLI-090754;Mise en service;2022-03-14;1.12;Terminée;TECH-002;Neuville-de-Poitou;311.98;6.5
INT-010832;CLI-095188;Relève compteur;2022-08-09;0.59;Terminée;TECH-044;Poitiers;349.11;4.8
INT-010833;CLI-089433;Rétablissement;2024-01-28;1.57;Terminée;TECH-007;Châtellerault;45.55;7.7
INT-010834;CLI-095645;Mise en service;2024-07-12;0.3;Terminée;TECH-038;Châtellerault;678.82;6.7
INT-010835;CLI-094777;Coupure impayé;2024-01-05;2.16;Terminée;TECH-030;Poitiers;628.33;6.7
INT-010836;CLI-095650;Dépannage réseau;2022-03-12;2.61;Terminée;TECH-018;Poitiers;253.04;4.4
INT-010837;CLI-092971;Coupure impayé;2025-04-15;0.42;Terminée;TECH-023;Poitiers;434.79;7.2
INT-010838;CLI-092572;Relève compteur;2024-05-19;1.24;Terminée;TECH-022;Buxerolles;84.75;6.4
INT-010839;CLI-095911;Relève compteur;2024-02-18;0.69;Terminée;TECH-037;Neuville-de-Poitou;618.35;5.7
INT-010840;CLI-100410;Modification puissance;2022-04-17;0.43;Terminée;TECH-025;Chauvigny;58.16;9.1
INT-010841;CLI-095084;Modification puissance;2022-10-13;0.88;Terminée;TECH-003;Poitiers;327.82;7.1
INT-010842;CLI-099780;Mise en service;2023-11-08;0.98;Terminée;TECH-044;Poitiers;563.68;6.4
INT-010843;CLI-095785;Mise en service;2023-03-06;0.62;Terminée;TECH-022;Migné-Auxances;407.39;4.9
INT-010844;CLI-086264;Changement compteur;2022-07-04;1.36;Terminée;TECH-034;Mignaloux-Beauvoir;753.02;8.9
INT-010845;CLI-089135;Relève compteur;2025-02-03;0.37;Terminée;TECH-018;Châtellerault;291.39;5.5
INT-010846;CLI-087094;Mise en service;2024-07-23;0.48;Annulée;TECH-028;Poitiers;642.72;6.7
INT-010847;CLI-091345;Relève compteur;2023-02-26;1.25;Terminée;TECH-042;Poitiers;211.94;5.0
INT-010848;CLI-092690;Relève compteur;2023-11-18;1.22;Terminée;TECH-038;Poitiers;725.53;4.8
INT-010849;CLI-095775;Relève compteur;2023-11-23;0.59;Terminée;TECH-036;Poitiers;723.78;6.2
INT-010850;CLI-091828;Dépannage réseau;2025-05-19;3.33;Terminée;TECH-005;Châtellerault;543.86;6.7
INT-010851;CLI-092231;Mise en service;2022-12-19;0.56;Terminée;TECH-041;Neuville-de-Poitou;703.9;9.0
INT-010852;CLI-100771;Changement compteur;2022-10-13;0.79;Terminée;TECH-035;Montmorillon;567.04;9.0
INT-010853;CLI-100428;Dépannage réseau;2024-07-29;2.89;Planifiée;TECH-005;Migné-Auxances;110.36;9.4
INT-010854;CLI-086186;Dépannage réseau;2024-08-03;3.18;Planifiée;TECH-021;Poitiers;167.58;7.1
INT-010855;CLI-099010;Dépannage réseau;2023-11-19;4.87;En cours;TECH-033;Poitiers;145.9;10.0
INT-010856;CLI-087827;Coupure impayé;2024-08-04;2.05;Planifiée;TECH-004;Poitiers;34.08;8.2
INT-010857;CLI-091161;Rétablissement;2023-06-06;0.37;Terminée;TECH-021;Poitiers;458.66;10.0
INT-010858;CLI-100569;Contrôle technique;2023-11-24;1.47;Terminée;TECH-010;Châtellerault;324.7;7.4
INT-010859;CLI-093512;Mise en service;2022-07-11;0.45;Terminée;TECH-008;Chauvigny;597.77;7.9
INT-010860;CLI-094194;Changement compteur;2024-04-29;1.45;Terminée;TECH-009;Migné-Auxances;430.82;8.5
INT-010861;CLI-092766;Mise en service;2022-04-02;0.62;Terminée;TECH-022;Poitiers;360.42;5.6
INT-010862;CLI-094810;Contrôle technique;2024-03-31;2.35;En cours;TECH-043;Châtellerault;291.8;10.0
INT-010863;CLI-094406;Raccordement neuf;2023-05-16;1.75;Terminée;TECH-029;Châtellerault;669.67;8.7
INT-010864;CLI-087077;Contrôle technique;2024-02-21;1.99;Terminée;TECH-016;Montmorillon;389.71;10.0
INT-010865;CLI-086256;Relève compteur;2024-05-17;0.98;Annulée;TECH-009;Poitiers;255.77;8.8
INT-010866;CLI-097494;Contrôle technique;2022-06-26;0.57;Terminée;TECH-023;Chauvigny;685.41;8.7
INT-010867;CLI-094743;Rétablissement;2024-08-11;0.26;Terminée;TECH-036;Poitiers;555.37;10.0
INT-010868;CLI-089419;Modification puissance;2023-10-19;0.44;Terminée;TECH-007;Montmorillon;654.61;7.0
INT-010869;CLI-087904;Maintenance préventive;2022-08-26;2.62;Planifiée;TECH-042;Poitiers;530.87;4.9
INT-010870;CLI-092382;Contrôle technique;2022-07-19;1.48;Terminée;TECH-001;Saint-Benoît;340.53;10.0
INT-010871;CLI-100656;Mise en service;2022-12-05;0.39;Terminée;TECH-030;Poitiers;415.83;8.1
INT-010872;CLI-090791;Coupure impayé;2022-04-19;2.24;Terminée;TECH-042;Poitiers;151.92;6.8
INT-010873;CLI-095358;Raccordement neuf;2024-03-29;2.64;Terminée;TECH-013;Poitiers;369.97;3.3
INT-010874;CLI-095453;Modification puissance;2025-02-26;1.47;Terminée;TECH-043;Poitiers;106.55;8.0
INT-010875;CLI-093419;Changement compteur;2022-07-12;0.89;Terminée;TECH-005;Châtellerault;497.85;6.9
INT-010876;CLI-086675;Mise en service;2022-08-24;0.51;Planifiée;TECH-010;Poitiers;680.66;6.9
INT-010877;CLI-090608;Changement compteur;2025-03-01;1.99;Terminée;TECH-030;Poitiers;246.98;7.5
INT-010878;CLI-093167;Mise en service;2022-01-11;0.72;Terminée;TECH-044;Poitiers;290.31;9.5
INT-010879;CLI-090851;Changement compteur;2024-11-01;1.8;Terminée;TECH-008;Migné-Auxances;719.4;8.7
INT-010880;CLI-088136;Changement compteur;2023-12-22;1.05;Terminée;TECH-008;Châtellerault;142.93;3.6
INT-010881;CLI-092311;Changement compteur;2023-03-13;0.9;Annulée;TECH-020;Montmorillon;350.68;5.3
INT-010882;CLI-089623;Relève compteur;2025-03-11;1.42;Planifiée;TECH-001;Poitiers;305.81;5.1
INT-010883;CLI-093048;Contrôle technique;2023-01-26;1.31;Planifiée;TECH-003;Civray;68.99;6.9
INT-010884;CLI-094894;Mise en service;2024-12-20;0.92;En cours;TECH-033;Lusignan;31.84;10.0
INT-010885;CLI-091325;Relève compteur;2024-10-21;0.91;Terminée;TECH-009;Poitiers;244.97;10.0
INT-010886;CLI-093311;Mise en service;2023-06-16;0.49;Terminée;TECH-010;Poitiers;224.83;8.9
INT-010887;CLI-095176;Contrôle technique;2024-08-21;2.39;Terminée;TECH-030;Buxerolles;367.35;7.7
INT-010888;CLI-097299;Contrôle technique;2022-09-22;1.34;Terminée;TECH-030;Poitiers;403.59;4.4
INT-010889;CLI-086817;Maintenance préventive;2023-10-26;0.79;En cours;TECH-044;Vivonne;160.36;4.8
INT-010890;CLI-099861;Relève compteur;2023-12-19;1.2;Terminée;TECH-001;Civray;206.66;6.2
INT-010891;CLI-089977;Mise en service;2022-11-27;0.51;Terminée;TECH-033;Civray;632.81;7.7
INT-010892;CLI-087346;Mise en service;2022-03-15;0.43;Terminée;TECH-029;Poitiers;153.64;7.0
INT-010893;CLI-091845;Relève compteur;2023-05-20;0.53;Terminée;TECH-027;Poitiers;269.67;5.8
INT-010894;CLI-094188;Maintenance préventive;2022-09-18;1.5;Terminée;TECH-015;Buxerolles;91.72;8.9
INT-010895;CLI-092044;Dépannage réseau;2023-02-05;5.35;Terminée;TECH-030;Chasseneuil-du-Poitou;436.32;7.6
INT-010896;CLI-088784;Mise en service;2022-01-07;0.66;Terminée;TECH-026;Poitiers;299.28;8.1
INT-010897;CLI-092353;Coupure impayé;2022-06-22;1.05;Terminée;TECH-023;Chauvigny;211.34;7.9
INT-010898;CLI-098187;Raccordement neuf;2023-11-11;5.92;Terminée;TECH-002;Poitiers;32.91;5.8
INT-010899;CLI-100066;Modification puissance;2024-12-27;1.23;Terminée;TECH-005;Poitiers;545.86;10.0
INT-010900;CLI-089639;Changement compteur;2024-05-17;1.67;Terminée;TECH-031;Neuville-de-Poitou;435.03;6.3
INT-010901;CLI-095470;Mise en service;2023-12-11;1.31;Terminée;TECH-022;Lusignan;230.45;5.3
INT-010902;CLI-099145;Maintenance préventive;2024-07-29;0.5;Terminée;TECH-006;Chauvigny;554.05;8.5
INT-010903;CLI-094210;Mise en service;2024-10-27;1.17;Terminée;TECH-034;Poitiers;455.99;7.1
INT-010904;CLI-098866;Maintenance préventive;2022-03-21;2.64;Terminée;TECH-023;Poitiers;87.36;10.0
INT-010905;CLI-097447;Mise en service;2022-05-15;0.31;Terminée;TECH-031;Vivonne;516.56;9.8
INT-010906;CLI-091170;Changement compteur;2022-01-12;1.89;Terminée;TECH-017;Poitiers;668.45;6.4
INT-010907;CLI-090805;Changement compteur;2023-01-03;1.28;Terminée;TECH-040;Migné-Auxances;120.92;6.2
INT-010908;CLI-098038;Modification puissance;2024-08-24;1.45;Terminée;TECH-005;Poitiers;38.55;7.5
INT-010909;CLI-095714;Dépannage réseau;2022-03-05;3.79;Terminée;TECH-005;Neuville-de-Poitou;366.27;6.0
INT-010910;CLI-092119;Changement compteur;2024-08-05;1.17;Terminée;TECH-026;Chauvigny;734.33;8.9
INT-010911;CLI-093249;Mise en service;2023-08-20;1.39;Terminée;TECH-030;Buxerolles;279.5;4.5
INT-010912;CLI-100326;Dépannage réseau;2024-01-07;3.8;Terminée;TECH-044;Poitiers;133.5;9.5
INT-010913;CLI-099959;Changement compteur;2024-04-11;1.99;Terminée;TECH-033;Chauvigny;705.02;8.0
INT-010914;CLI-099820;Modification puissance;2023-02-02;1.44;Terminée;TECH-021;Buxerolles;344.54;4.5
INT-010915;CLI-095346;Mise en service;2024-09-21;1.08;Terminée;TECH-013;Poitiers;48.63;7.1
INT-010916;CLI-086525;Maintenance préventive;2023-04-24;1.59;Terminée;TECH-037;Chauvigny;232.92;6.2
INT-010917;CLI-097925;Changement compteur;2024-03-08;1.09;Terminée;TECH-004;Saint-Benoît;510.5;9.1
INT-010918;CLI-088880;Modification puissance;2024-06-25;1.46;Terminée;TECH-010;Lusignan;621.77;6.8
INT-010919;CLI-091985;Coupure impayé;2023-03-14;0.59;Terminée;TECH-019;Jaunay-Marigny;514.55;7.0
INT-010920;CLI-099734;Raccordement neuf;2022-07-04;2.02;Terminée;TECH-034;Chauvigny;354.42;8.6
INT-010921;CLI-089888;Relève compteur;2023-07-17;0.77;Terminée;TECH-030;Migné-Auxances;496.81;7.0
INT-010922;CLI-095667;Rétablissement;2024-04-10;1.12;Terminée;TECH-005;Poitiers;222.12;9.2
INT-010923;CLI-097291;Changement compteur;2023-06-09;1.08;Terminée;TECH-035;Poitiers;192.45;8.6
INT-010924;CLI-094038;Dépannage réseau;2024-01-03;3.54;Annulée;TECH-020;Poitiers;537.83;4.8
INT-010925;CLI-098682;Maintenance préventive;2025-04-30;0.51;Terminée;TECH-039;Châtellerault;73.61;7.5
INT-010926;CLI-088622;Relève compteur;2025-02-17;1.33;Terminée;TECH-041;Châtellerault;101.93;10.0
INT-010927;CLI-099949;Rétablissement;2024-06-04;1.31;Terminée;TECH-032;Poitiers;67.31;9.7
INT-010928;CLI-094360;Relève compteur;2024-09-28;0.6;Terminée;TECH-009;Chauvigny;588.08;10.0
INT-010929;CLI-088416;Relève compteur;2024-12-14;1.48;Terminée;TECH-007;Châtellerault;528.71;5.9
INT-010930;CLI-090052;Contrôle technique;2025-03-09;2.75;Terminée;TECH-001;Jaunay-Marigny;206.44;3.4
INT-010931;CLI-089733;Modification puissance;2024-06-17;0.81;Terminée;TECH-032;Châtellerault;770.3;10.0
INT-010932;CLI-100717;Rétablissement;2022-12-01;2.69;Terminée;TECH-032;Montmorillon;255.54;8.1
INT-010933;CLI-090771;Dépannage réseau;2025-01-16;5.23;Terminée;TECH-016;Poitiers;328.42;6.3
INT-010934;CLI-099942;Relève compteur;2024-04-29;1.15;Terminée;TECH-028;Châtellerault;598.15;6.5
INT-010935;CLI-094156;Relève compteur;2023-09-25;1.13;Terminée;TECH-013;Poitiers;149.5;4.7
INT-010936;CLI-089932;Changement compteur;2024-08-06;0.93;Planifiée;TECH-005;Poitiers;604.0;7.9
INT-010937;CLI-093941;Dépannage réseau;2023-04-03;1.28;Terminée;TECH-038;Poitiers;629.03;6.7
INT-010938;CLI-092992;Coupure impayé;2024-11-26;0.27;Terminée;TECH-044;Poitiers;484.03;4.7
INT-010939;CLI-089197;Dépannage réseau;2023-09-27;1.33;Terminée;TECH-028;Vivonne;458.6;4.5
INT-010940;CLI-100811;Modification puissance;2023-10-09;0.65;Terminée;TECH-023;Poitiers;203.69;8.2
INT-010941;CLI-093429;Coupure impayé;2022-04-08;2.47;Terminée;TECH-027;Poitiers;70.62;5.0
INT-010942;CLI-091186;Changement compteur;2025-03-25;0.62;Terminée;TECH-008;Migné-Auxances;792.17;8.2
INT-010943;CLI-087148;Relève compteur;2022-11-07;0.46;Terminée;TECH-039;Poitiers;337.07;4.8
INT-010944;CLI-089502;Raccordement neuf;2024-10-26;3.14;Terminée;TECH-032;Poitiers;568.95;7.1
INT-010945;CLI-089032;Relève compteur;2022-02-24;0.97;Terminée;TECH-014;Poitiers;91.54;6.3
INT-010946;CLI-092815;Mise en service;2024-03-21;0.84;Terminée;TECH-013;Poitiers;342.46;10.0
INT-010947;CLI-098744;Mise en service;2023-08-14;0.48;Terminée;TECH-001;Poitiers;727.07;4.3
INT-010948;CLI-086078;Relève compteur;2022-10-30;1.21;Terminée;TECH-022;Montmorillon;771.14;7.1
INT-010949;CLI-097323;Relève compteur;2024-11-21;1.07;Terminée;TECH-021;Poitiers;513.85;8.1
INT-010950;CLI-086360;Changement compteur;2024-11-30;1.84;Terminée;TECH-013;Châtellerault;791.22;7.9
INT-010951;CLI-089515;Relève compteur;2022-04-05;1.36;Terminée;TECH-037;Poitiers;731.06;9.9
INT-010952;CLI-089129;Mise en service;2024-03-10;0.71;Terminée;TECH-006;Poitiers;367.98;4.3
INT-010953;CLI-098003;Dépannage réseau;2022-04-14;3.32;Terminée;TECH-011;Châtellerault;666.52;6.5
INT-010954;CLI-097855;Modification puissance;2023-10-30;0.71;Terminée;TECH-032;Mignaloux-Beauvoir;92.89;7.8
INT-010955;CLI-099745;Dépannage réseau;2023-06-02;2.88;Planifiée;TECH-018;Jaunay-Marigny;298.6;9.2
INT-010956;CLI-095182;Coupure impayé;2022-02-10;2.66;Terminée;TECH-005;Loudun;766.85;8.9
INT-010957;CLI-091203;Mise en service;2022-07-09;1.48;Terminée;TECH-003;Montmorillon;458.46;6.4
INT-010958;CLI-094768;Changement compteur;2023-08-17;1.04;En cours;TECH-035;Châtellerault;151.09;5.6
INT-010959;CLI-099669;Relève compteur;2025-04-25;1.49;Annulée;TECH-027;Poitiers;776.55;10.0
INT-010960;CLI-087621;Maintenance préventive;2023-01-24;2.84;Terminée;TECH-042;Châtellerault;586.09;8.6
INT-010961;CLI-092070;Coupure impayé;2022-02-25;0.74;Terminée;TECH-007;Migné-Auxances;325.16;5.6
INT-010962;CLI-089132;Mise en service;2022-07-13;0.98;Terminée;TECH-008;Châtellerault;320.14;7.3
INT-010963;CLI-098449;Maintenance préventive;2024-08-07;2.36;En cours;TECH-037;Poitiers;476.05;10.0
INT-010964;CLI-092667;Contrôle technique;2022-05-27;0.73;Terminée;TECH-018;Poitiers;151.55;9.0
INT-010965;CLI-096854;Mise en service;2024-07-30;0.35;Terminée;TECH-034;Chauvigny;105.48;5.5
INT-010966;CLI-094017;Relève compteur;2023-04-29;1.41;Terminée;TECH-027;Mignaloux-Beauvoir;720.9;5.5
INT-010967;CLI-092912;Mise en service;2023-05-26;1.45;Terminée;TECH-015;Poitiers;458.98;7.5
INT-010968;CLI-092740;Contrôle technique;2024-10-14;1.64;Terminée;TECH-021;Poitiers;724.91;7.8
INT-010969;CLI-089938;Mise en service;2023-06-09;1.24;Terminée;TECH-026;Poitiers;206.77;7.8
INT-010970;CLI-090509;Coupure impayé;2024-05-06;1.07;Terminée;TECH-040;Poitiers;445.17;8.8
INT-010971;CLI-087083;Contrôle technique;2025-05-25;1.76;Terminée;TECH-008;Mignaloux-Beauvoir;96.69;6.7
INT-010972;CLI-095332;Relève compteur;2024-10-08;1.06;Terminée;TECH-039;Poitiers;476.25;7.8
INT-010973;CLI-095135;Mise en service;2024-03-03;0.61;Terminée;TECH-002;Buxerolles;160.04;8.6
INT-010974;CLI-100597;Modification puissance;2025-01-16;1.32;Terminée;TECH-024;Châtellerault;150.86;7.7
INT-010975;CLI-087442;Changement compteur;2024-10-07;1.78;Terminée;TECH-035;Poitiers;513.66;7.4
INT-010976;CLI-090835;Changement compteur;2024-08-17;1.41;Terminée;TECH-010;Poitiers;656.32;6.1
INT-010977;CLI-091819;Dépannage réseau;2024-12-28;3.01;Terminée;TECH-032;Châtellerault;633.49;9.9
INT-010978;CLI-089664;Relève compteur;2024-08-22;1.06;Terminée;TECH-026;Poitiers;334.69;7.8
INT-010979;CLI-086405;Dépannage réseau;2022-11-03;3.34;En cours;TECH-019;Migné-Auxances;781.44;8.8
INT-010980;CLI-090527;Raccordement neuf;2022-09-10;3.99;Annulée;TECH-005;Lusignan;469.18;5.4
INT-010981;CLI-093088;Contrôle technique;2024-03-30;0.74;Terminée;TECH-028;Poitiers;509.38;7.0
INT-010982;CLI-096779;Changement compteur;2023-03-01;1.3;Terminée;TECH-044;Lusignan;679.82;9.6
INT-010983;CLI-097418;Raccordement neuf;2025-01-05;6.0;Terminée;TECH-019;Poitiers;426.51;6.7
INT-010984;CLI-096762;Mise en service;2024-04-13;0.8;Terminée;TECH-029;Loudun;36.47;6.4
INT-010985;CLI-088317;Dépannage réseau;2022-11-13;4.04;Terminée;TECH-021;Poitiers;750.59;7.9
INT-010986;CLI-096993;Relève compteur;2022-06-08;0.43;Terminée;TECH-037;Jaunay-Marigny;295.58;5.0
INT-010987;CLI-088363;Dépannage réseau;2023-10-17;3.87;Terminée;TECH-031;Poitiers;654.63;8.5
INT-010988;CLI-093851;Rétablissement;2023-04-06;2.22;Terminée;TECH-033;Châtellerault;58.16;6.1
INT-010989;CLI-100987;Rétablissement;2023-02-18;2.37;Terminée;TECH-004;Montmorillon;530.65;7.9
INT-010990;CLI-099950;Changement compteur;2025-04-28;1.2;Terminée;TECH-020;Civray;435.73;7.4
INT-010991;CLI-100195;Dépannage réseau;2024-06-15;4.96;En cours;TECH-002;Neuville-de-Poitou;618.76;8.1
INT-010992;CLI-095045;Coupure impayé;2024-02-12;2.78;Terminée;TECH-040;Neuville-de-Poitou;201.35;9.2
INT-010993;CLI-098596;Maintenance préventive;2022-10-21;0.56;Planifiée;TECH-014;Poitiers;275.63;8.7
INT-010994;CLI-090008;Maintenance préventive;2022-11-30;1.94;Terminée;TECH-024;Jaunay-Marigny;343.32;5.6
INT-010995;CLI-095861;Coupure impayé;2022-03-13;1.89;Terminée;TECH-010;Poitiers;203.97;8.2
INT-010996;CLI-089099;Mise en service;2022-06-25;1.29;Terminée;TECH-010;Châtellerault;631.78;8.4
INT-010997;CLI-088017;Modification puissance;2025-02-02;0.99;Planifiée;TECH-005;Châtellerault;698.62;7.4
INT-010998;CLI-088313;Contrôle technique;2024-05-08;2.4;Terminée;TECH-006;Migné-Auxances;573.08;6.9
INT-010999;CLI-095025;Raccordement neuf;2024-04-12;1.58;Terminée;TECH-023;Mignaloux-Beauvoir;790.83;10.0
INT-011000;CLI-093071;Mise en service;2023-05-29;0.81;Terminée;TECH-038;Poitiers;722.35;7.7
INT-011001;CLI-089355;Contrôle technique;2025-05-17;0.79;Terminée;TECH-007;Châtellerault;623.88;8.6
INT-011002;CLI-091033;Relève compteur;2024-03-09;0.37;Terminée;TECH-001;Poitiers;652.29;8.1
INT-011003;CLI-094125;Raccordement neuf;2024-08-27;1.59;Terminée;TECH-005;Châtellerault;434.47;6.6
INT-011004;CLI-088779;Contrôle technique;2023-01-29;0.83;Terminée;TECH-002;Poitiers;671.97;9.1
INT-011005;CLI-088715;Dépannage réseau;2022-11-22;5.81;En cours;TECH-012;Chasseneuil-du-Poitou;533.49;10.0
INT-011006;CLI-096156;Contrôle technique;2024-03-28;0.76;Terminée;TECH-037;Poitiers;113.73;10.0
INT-011007;CLI-096318;Dépannage réseau;2022-07-29;5.74;Terminée;TECH-042;Châtellerault;391.25;8.7
INT-011008;CLI-097909;Changement compteur;2023-08-13;1.15;Terminée;TECH-004;Poitiers;732.75;7.7
INT-011009;CLI-095342;Dépannage réseau;2022-11-29;4.97;Annulée;TECH-014;Saint-Benoît;592.36;8.4
INT-011010;CLI-090230;Relève compteur;2023-03-22;0.71;Terminée;TECH-042;Poitiers;235.44;9.7
INT-011011;CLI-091363;Changement compteur;2024-03-01;0.92;Terminée;TECH-014;Poitiers;319.95;8.3
INT-011012;CLI-099852;Relève compteur;2023-01-01;0.87;Terminée;TECH-016;Poitiers;576.26;9.9
INT-011013;CLI-093693;Dépannage réseau;2022-03-28;5.81;Terminée;TECH-044;Poitiers;430.48;6.8
INT-011014;CLI-093655;Maintenance préventive;2024-05-14;2.39;Terminée;TECH-010;Poitiers;418.65;4.3
INT-011015;CLI-096647;Mise en service;2025-04-20;1.07;Terminée;TECH-021;Chauvigny;652.02;7.6
INT-011016;CLI-096692;Maintenance préventive;2023-06-15;2.82;Terminée;TECH-044;Poitiers;629.18;3.5
INT-011017;CLI-092528;Coupure impayé;2024-04-04;0.59;Terminée;TECH-024;Loudun;247.13;7.8
INT-011018;CLI-093764;Contrôle technique;2023-06-25;0.87;Terminée;TECH-012;Chauvigny;572.44;8.2
INT-011019;CLI-094094;Dépannage réseau;2023-05-18;2.29;Terminée;TECH-034;Migné-Auxances;710.35;7.4
INT-011020;CLI-100259;Modification puissance;2024-03-06;0.87;Planifiée;TECH-043;Châtellerault;100.73;6.8
INT-011021;CLI-091732;Contrôle technique;2022-11-09;2.59;Terminée;TECH-025;Châtellerault;198.42;8.8
INT-011022;CLI-090968;Raccordement neuf;2022-11-10;1.95;Terminée;TECH-019;Châtellerault;711.86;7.6
INT-011023;CLI-095643;Coupure impayé;2023-05-09;1.79;Terminée;TECH-033;Poitiers;651.52;8.5
INT-011024;CLI-097839;Modification puissance;2023-03-24;0.37;Terminée;TECH-025;Loudun;610.36;8.0
INT-011025;CLI-093522;Modification puissance;2023-06-24;0.38;En cours;TECH-033;Poitiers;694.26;10.0
INT-011026;CLI-089456;Dépannage réseau;2025-04-15;1.65;Terminée;TECH-021;Châtellerault;196.3;8.1
INT-011027;CLI-086521;Changement compteur;2024-02-02;0.8;Terminée;TECH-008;Saint-Benoît;477.12;7.7
INT-011028;CLI-088587;Raccordement neuf;2024-08-05;5.64;Terminée;TECH-023;Poitiers;639.75;7.6
INT-011029;CLI-092424;Mise en service;2024-01-08;0.85;Terminée;TECH-023;Poitiers;679.78;6.3
INT-011030;CLI-099547;Raccordement neuf;2022-09-18;2.12;Terminée;TECH-032;Poitiers;200.62;10.0
INT-011031;CLI-089849;Mise en service;2022-08-14;1.42;Terminée;TECH-009;Migné-Auxances;733.8;7.6
INT-011032;CLI-098251;Mise en service;2022-06-26;0.33;Terminée;TECH-024;Poitiers;146.63;9.6
INT-011033;CLI-100427;Changement compteur;2023-05-23;1.87;Terminée;TECH-040;Poitiers;558.66;6.7
INT-011034;CLI-089892;Mise en service;2024-04-11;0.68;Terminée;TECH-002;Saint-Benoît;518.75;6.2
INT-011035;CLI-093394;Raccordement neuf;2025-04-16;1.14;Terminée;TECH-013;Poitiers;563.05;7.6
INT-011036;CLI-093313;Mise en service;2022-05-15;0.88;Terminée;TECH-017;Poitiers;301.12;10.0
INT-011037;CLI-098502;Relève compteur;2022-09-10;1.23;En cours;TECH-039;Châtellerault;756.26;4.6
INT-011038;CLI-099605;Raccordement neuf;2025-04-14;2.22;Terminée;TECH-004;Poitiers;63.39;7.6
INT-011039;CLI-091192;Contrôle technique;2023-11-13;2.24;Annulée;TECH-020;Jaunay-Marigny;379.55;5.0
INT-011040;CLI-087913;Contrôle technique;2023-09-25;2.36;Terminée;TECH-011;Poitiers;290.23;8.2
INT-011041;CLI-094334;Mise en service;2023-05-07;0.95;Terminée;TECH-017;Chauvigny;282.72;6.4
INT-011042;CLI-091335;Dépannage réseau;2022-01-07;3.85;Terminée;TECH-010;Loudun;729.64;7.7
INT-011043;CLI-095010;Modification puissance;2022-08-21;0.71;Planifiée;TECH-005;Poitiers;402.21;5.0
INT-011044;CLI-090997;Mise en service;2022-07-04;0.53;Terminée;TECH-003;Saint-Benoît;742.87;9.2
INT-011045;CLI-100171;Relève compteur;2023-09-03;0.72;Terminée;TECH-017;Poitiers;235.51;5.9
INT-011046;CLI-087236;Dépannage réseau;2025-05-26;4.93;Terminée;TECH-038;Châtellerault;122.1;9.1
INT-011047;CLI-092619;Contrôle technique;2023-03-16;1.71;Terminée;TECH-042;Poitiers;335.67;8.1
INT-011048;CLI-096876;Raccordement neuf;2025-01-28;5.41;Annulée;TECH-018;Poitiers;30.75;2.6
INT-011049;CLI-093330;Relève compteur;2024-12-29;1.13;Terminée;TECH-018;Civray;695.05;6.6
INT-011050;CLI-087237;Mise en service;2024-01-27;0.71;Terminée;TECH-021;Poitiers;290.89;4.3
INT-011051;CLI-096750;Dépannage réseau;2024-03-15;1.45;Terminée;TECH-020;Poitiers;243.39;10.0
INT-011052;CLI-093292;Mise en service;2025-04-13;1.0;Terminée;TECH-030;Châtellerault;69.24;7.5
INT-011053;CLI-092085;Relève compteur;2023-01-13;1.31;Terminée;TECH-010;Poitiers;452.48;5.5
INT-011054;CLI-099364;Contrôle technique;2025-02-05;0.7;Terminée;TECH-043;Châtellerault;290.05;6.8
INT-011055;CLI-096340;Changement compteur;2023-03-29;1.89;Terminée;TECH-001;Poitiers;92.5;7.0
INT-011056;CLI-100534;Relève compteur;2023-12-20;0.25;Terminée;TECH-017;Poitiers;501.09;8.4
INT-011057;CLI-088233;Relève compteur;2024-12-02;0.9;Terminée;TECH-039;Poitiers;201.67;4.7
INT-011058;CLI-092359;Relève compteur;2022-06-29;0.51;Terminée;TECH-040;Loudun;608.99;6.2
INT-011059;CLI-099890;Dépannage réseau;2022-02-05;2.26;Terminée;TECH-020;Poitiers;757.71;9.4
INT-011060;CLI-089359;Dépannage réseau;2025-03-28;4.27;En cours;TECH-011;Loudun;111.95;8.7
INT-011061;CLI-087069;Dépannage réseau;2025-01-03;2.74;Terminée;TECH-037;Lusignan;339.83;5.1
